Employee_ID,Store_ID,Employee_Name,Department,Salary,Joining_Date
EMP0465,STR015,Employee 465,Finance,30000,2023-01-01
EMP0466,STR016,Employee 466,IT,30000,2023-01-01
EMP0467,STR017,Employee 467,Operations,30000,2023-01-01
EMP0468,STR018,Employee 468,Sales,30000,2023-01-01
EMP0469,STR019,Employee 469,Warehouse,30000,2023-01-01
EMP0470,STR020,Employee 470,HR,30000,2023-01-01
EMP0471,STR021,Employee 471,Finance,30000,2023-01-01
EMP0472,STR022,Employee 472,IT,30000,2023-01-01
EMP0473,STR023,Employee 473,Operations,30000,2023-01-01
EMP0474,STR024,Employee 474,Sales,30000,2023-01-01
EMP0475,STR025,Employee 475,Warehouse,30000,2023-01-01
EMP0476,STR026,Employee 476,HR,30000,2023-01-01
EMP0477,STR027,Employee 477,Finance,30000,2023-01-01
EMP0478,STR028,Employee 478,IT,30000,2023-01-01
EMP0479,STR029,Employee 479,Operations,30000,2023-01-01
EMP0480,STR030,Employee 480,Sales,30000,2023-01-01
EMP0481,STR031,Employee 481,Warehouse,30000,2023-01-01
EMP0482,STR032,Employee 482,HR,30000,2023-01-01
EMP0483,STR033,Employee 483,Finance,30000,2023-01-01
EMP0484,STR034,Employee 484,IT,30000,2023-01-01
EMP0485,STR035,Employee 485,Operations,30000,2023-01-01
EMP0486,STR036,Employee 486,Sales,30000,2023-01-01
EMP0487,STR037,Employee 487,Warehouse,30000,2023-01-01
EMP0488,STR038,Employee 488,HR,30000,2023-01-01
EMP0489,STR039,Employee 489,Finance,30000,2023-01-01
EMP0490,STR040,Employee 490,IT,30000,2023-01-01
EMP0491,STR041,Employee 491,Operations,30000,2023-01-01
EMP0492,STR042,Employee 492,Sales,30000,2023-01-01
EMP0493,STR043,Employee 493,Warehouse,30000,2023-01-01
EMP0494,STR044,Employee 494,HR,30000,2023-01-01
EMP0495,STR045,Employee 495,Finance,30000,2023-01-01
EMP0496,STR046,Employee 496,IT,30000,2023-01-01
EMP0497,STR047,Employee 497,Operations,30000,2023-01-01
EMP0498,STR048,Employee 498,Sales,30000,2023-01-01
EMP0499,STR049,Employee 499,Warehouse,30000,2023-01-01
EMP0500,STR050,Employee 500,HR,30000,2023-01-01
